"Country or Area","Year(s)","Variant","Value"
"Sint Maarten (Dutch part)","2020","Instant replacement","42.876"
"Sint Maarten (Dutch part)","2020","Zero migration","42.876"
"Sint Maarten (Dutch part)","2020","Constant mortality","42.876"
"Sint Maarten (Dutch part)","2020","No change","42.876"
"Sint Maarten (Dutch part)","2020","Momentum","42.876"
"Slovakia","2021","Medium","5460.721"
"Slovakia","2021","High","5466.611"
"Slovakia","2021","Low","5454.269"
"Slovakia","2021","Constant fertility","5459.316"
"Slovakia","2021","Instant replacement","5472.722"
"Slovakia","2021","Zero migration","5459.44"
"Slovakia","2021","Constant mortality","5458.56"
"Slovakia","2021","No change","5457.427"
"Slovakia","2021","Momentum","5470.388"
"Slovakia","2020","Medium","5459.642"
"Slovakia","2020","High","5459.642"
"Slovakia","2020","Low","5459.642"
"Slovakia","2020","Constant fertility","5459.642"
"Slovakia","2020","Instant replacement","5459.642"
"Slovakia","2020","Zero migration","5459.642"
"Slovakia","2020","Constant mortality","5459.642"
"Slovakia","2020","No change","5459.642"
"Slovakia","2020","Momentum","5459.642"
"Slovenia","2021","Medium","2078.724"
"Slovenia","2021","High","2081.016"
"Slovenia","2021","Low","2076.84"
"Slovenia","2021","Constant fertility","2078.61"
"Slovenia","2021","Instant replacement","2081.995"
"Slovenia","2021","Zero migration","2076.906"
"Slovenia","2021","Constant mortality","2078.043"
"Slovenia","2021","No change","2077.707"
"Slovenia","2021","Momentum","2079.836"
"Slovenia","2020","Medium","2078.938"
"Slovenia","2020","High","2078.938"
"Slovenia","2020","Low","2078.938"
"Slovenia","2020","Constant fertility","2078.938"
"Slovenia","2020","Instant replacement","2078.938"
"Slovenia","2020","Zero migration","2078.938"
"Slovenia","2020","Constant mortality","2078.938"
"Slovenia","2020","No change","2078.938"
"Slovenia","2020","Momentum","2078.938"
"Small Island Developing States (SIDS)","2021","Medium","72737.324"
"Small Island Developing States (SIDS)","2021","High","72843.925"
"Small Island Developing States (SIDS)","2021","Low","72677.613"
"Small Island Developing States (SIDS)","2021","Constant fertility","72804.003"
"Small Island Developing States (SIDS)","2021","Instant replacement","72665.285"
"Small Island Developing States (SIDS)","2021","Zero migration","72827.006"
"Small Island Developing States (SIDS)","2021","Constant mortality","72743.736"
"Small Island Developing States (SIDS)","2021","No change","72786.577"
"Small Island Developing States (SIDS)","2021","Momentum","72696.41"
"Small Island Developing States (SIDS)","2020","Medium","72076.101"
"Small Island Developing States (SIDS)","2020","High","72076.101"
"Small Island Developing States (SIDS)","2020","Low","72076.101"
"Small Island Developing States (SIDS)","2020","Constant fertility","72076.101"
"Small Island Developing States (SIDS)","2020","Instant replacement","72076.101"
"Small Island Developing States (SIDS)","2020","Zero migration","72076.101"
"Small Island Developing States (SIDS)","2020","Constant mortality","72076.101"
"Small Island Developing States (SIDS)","2020","No change","72076.101"
"Small Island Developing States (SIDS)","2020","Momentum","72076.101"
"Solomon Islands","2021","Medium","703.996"
"Solomon Islands","2021","High","704.77"
"Solomon Islands","2021","Low","703.223"
"Solomon Islands","2021","Constant fertility","704.876"
"Solomon Islands","2021","Instant replacement","697.073"
"Solomon Islands","2021","Zero migration","705.646"
"Solomon Islands","2021","Constant mortality","703.914"
"Solomon Islands","2021","No change","704.787"
"Solomon Islands","2021","Momentum","698.133"
"Solomon Islands","2020","Medium","686.884"
"Solomon Islands","2020","High","686.884"
"Solomon Islands","2020","Low","686.884"
"Solomon Islands","2020","Constant fertility","686.884"
"Solomon Islands","2020","Instant replacement","686.884"
"Solomon Islands","2020","Zero migration","686.884"
"Solomon Islands","2020","Constant mortality","686.884"
"Solomon Islands","2020","No change","686.884"
"Solomon Islands","2020","Momentum","686.884"
"Somalia","2021","Medium","16359.504"
"Somalia","2021","High","16374.581"
"Somalia","2021","Low","16343.645"
"Somalia","2021","Constant fertility","16385.693"
"Somalia","2021","Instant replacement","16120.765"
"Somalia","2021","Zero migration","16389.803"
"Somalia","2021","Constant mortality","16351.831"
"Somalia","2021","No change","16378.518"
"Somalia","2021","Momentum","16138.847"
"Somalia","2020","Medium","15893.222"
"Somalia","2020","High","15893.222"
"Somalia","2020","Low","15893.222"
"Somalia","2020","Constant fertility","15893.222"
"Somalia","2020","Instant replacement","15893.222"
"Somalia","2020","Zero migration","15893.222"
"Somalia","2020","Constant mortality","15893.222"
"Somalia","2020","No change","15893.222"
"Somalia","2020","Momentum","15893.222"
"South Africa","2021","Medium","60041.994"
"South Africa","2021","High","60115.448"
"South Africa","2021","Low","59958.074"
"South Africa","2021","Constant fertility","60068.26"
"South Africa","2021","Instant replacement","59988.049"
"South Africa","2021","Zero migration","59916.699"
"South Africa","2021","Constant mortality","60015.753"
"South Africa","2021","No change","60046.806"
"South Africa","2021","Momentum","59895.106"
"South Africa","2020","Medium","59308.69"
"South Africa","2020","High","59308.69"
"South Africa","2020","Low","59308.69"
"South Africa","2020","Constant fertility","59308.69"
"South Africa","2020","Instant replacement","59308.69"
"South Africa","2020","Zero migration","59308.69"
"South Africa","2020","Constant mortality","59308.69"
"South Africa","2020","No change","59308.69"
"South Africa","2020","Momentum","59308.69"
"South America","2021","Medium","434260.151"
"South America","2021","High","434811.255"
"South America","2021","Low","433723.887"
"South America","2021","Constant fertility","434440.353"
"South America","2021","Instant replacement","434738.715"
"South America","2021","Zero migration","434343.936"
"South America","2021","Constant mortality","434176.764"
"South America","2021","No change","434347.485"
"South America","2021","Momentum","434689.97"
"South America","2020","Medium","430759.766"
"South America","2020","High","430759.766"
"South America","2020","Low","430759.766"
"South America","2020","Constant fertility","430759.766"
"South America","2020","Instant replacement","430759.766"
"South America","2020","Zero migration","430759.766"
"South America","2020","Constant mortality","430759.766"
"South America","2020","No change","430759.766"
"South America","2020","Momentum","430759.766"
"South Sudan","2021","Medium","11381.378"
"South Sudan","2021","High","11448.059"
"South Sudan","2021","Low","11423.267"
"South Sudan","2021","Constant fertility","11453.175"
"South Sudan","2021","Instant replacement","11272.909"
"South Sudan","2021","Zero migration","11466.114"
"South Sudan","2021","Constant mortality","11431.185"
"South Sudan","2021","No change","11448.65"
"South Sudan","2021","Momentum","11289.11"
"South Sudan","2020","Medium","11193.725"
"South Sudan","2020","High","11193.725"
"South Sudan","2020","Low","11193.725"
"South Sudan","2020","Constant fertility","11193.725"
"South Sudan","2020","Instant replacement","11193.725"
"South Sudan","2020","Zero migration","11193.725"
"South Sudan","2020","Constant mortality","11193.725"
"South Sudan","2020","No change","11193.725"
"South Sudan","2020","Momentum","11193.725"
"South-Eastern Asia","2021","Medium","675118.472"
"South-Eastern Asia","2021","High","675922.368"
"South-Eastern Asia","2021","Low","674287.485"
"South-Eastern Asia","2021","Constant fertility","675403.983"
"South-Eastern Asia","2021","Instant replacement","675049.209"
"South-Eastern Asia","2021","Zero migration","675383.523"
"South-Eastern Asia","2021","Constant mortality","674972.157"
"South-Eastern Asia","2021","No change","675266.983"
"South-Eastern Asia","2021","Momentum","675141.098"
"South-Eastern Asia","2020","Medium","668619.84"
"South-Eastern Asia","2020","High","668619.84"
"South-Eastern Asia","2020","Low","668619.84"
"South-Eastern Asia","2020","Constant fertility","668619.84"
"South-Eastern Asia","2020","Instant replacement","668619.84"
"South-Eastern Asia","2020","Zero migration","668619.84"
"South-Eastern Asia","2020","Constant mortality","668619.84"
"South-Eastern Asia","2020","No change","668619.84"
"South-Eastern Asia","2020","Momentum","668619.84"
"Southern Africa","2021","Medium","68358.02"
"Southern Africa","2021","High","68439.602"
"Southern Africa","2021","Low","68260.65"
"Southern Africa","2021","Constant fertility","68390.812"
"Southern Africa","2021","Instant replacement","68270.302"
"Southern Africa","2021","Zero migration","68248.559"
"Southern Africa","2021","Constant mortality","68325.281"
"Southern Africa","2021","No change","68365.457"
"Southern Africa","2021","Momentum","68186.515"
"Southern Africa","2020","Medium","67503.635"
"Southern Africa","2020","High","67503.635"
"Southern Africa","2020","Low","67503.635"
"Southern Africa","2020","Constant fertility","67503.635"
"Southern Africa","2020","Instant replacement","67503.635"
"Southern Africa","2020","Zero migration","67503.635"
"Southern Africa","2020","Constant mortality","67503.635"
"Southern Africa","2020","No change","67503.635"
"Southern Africa","2020","Momentum","67503.635"
"Southern Asia","2021","Medium","1962272.405"
"Southern Asia","2021","High","1964711.217"
"Southern Asia","2021","Low","1959885.925"
"Southern Asia","2021","Constant fertility","1963554.637"
"Southern Asia","2021","Instant replacement","1961491.449"
"Southern Asia","2021","Zero migration","1963339.946"
"Southern Asia","2021","Constant mortality","1961794.944"
"Southern Asia","2021","No change","1963036.03"
"Southern Asia","2021","Momentum","1961937.75"
"Southern Asia","2020","Medium","1940369.612"
"Southern Asia","2020","High","1940369.612"
"Southern Asia","2020","Low","1940369.612"
"Southern Asia","2020","Constant fertility","1940369.612"
"Southern Asia","2020","Instant replacement","1940369.612"
"Southern Asia","2020","Zero migration","1940369.612"
"Southern Asia","2020","Constant mortality","1940369.612"
"Southern Asia","2020","No change","1940369.612"
"Southern Asia","2020","Momentum","1940369.612"
"Southern Europe","2021","Medium","151945.051"
"Southern Europe","2021","High","152100.104"
"Southern Europe","2021","Low","151797.913"
"Southern Europe","2021","Constant fertility","151954.681"
"Southern Europe","2021","Instant replacement","152359.058"
"Southern Europe","2021","Zero migration","151805.807"
"Southern Europe","2021","Constant mortality","151888.724"
"Southern Europe","2021","No change","151894.168"
"Southern Europe","2021","Momentum","152215.992"
"Southern Europe","2020","Medium","152215.23"
"Southern Europe","2020","High","152215.23"
"Southern Europe","2020","Low","152215.23"
"Southern Europe","2020","Constant fertility","152215.23"
"Southern Europe","2020","Instant replacement","152215.23"
"Southern Europe","2020","Zero migration","152215.23"
"Southern Europe","2020","Constant mortality","152215.23"
"Southern Europe","2020","No change","152215.23"
"Southern Europe","2020","Momentum","152215.23"
"Spain","2021","Medium","46745.216"
"Spain","2021","High","46785.307"
"Spain","2021","Low","46688.671"
"Spain","2021","Constant fertility","46725.737"
"Spain","2021","Instant replacement","46867.422"
"Spain","2021","Zero migration","46696.952"
"Spain","2021","Constant mortality","46722.977"
"Spain","2021","No change","46711.665"
"Spain","2021","Momentum","46827.787"
"Spain","2020","Medium","46754.778"
"Spain","2020","High","46754.778"
"Spain","2020","Low","46754.778"
"Spain","2020","Constant fertility","46754.778"
"Spain","2020","Instant replacement","46754.778"
"Spain","2020","Zero migration","46754.778"
"Spain","2020","Constant mortality","46754.778"
"Spain","2020","No change","46754.778"
"Spain","2020","Momentum","46754.778"
"Sri Lanka","2021","Medium","21497.31"
"Sri Lanka","2021","High","21521.774"
"Sri Lanka","2021","Low","21472.854"
"Sri Lanka","2021","Constant fertility","21505.506"
"Sri Lanka","2021","Instant replacement","21491.07"
"Sri Lanka","2021","Zero migration","21587.396"
"Sri Lanka","2021","Constant mortality","21491.904"
"Sri Lanka","2021","No change","21499.971"
"Sri Lanka","2021","Momentum","21546.854"
"Sri Lanka","2020","Medium","21413.249"
"Sri Lanka","2020","High","21413.249"
"Sri Lanka","2020","Low","21413.249"
"Sri Lanka","2020","Constant fertility","21413.249"
"Sri Lanka","2020","Instant replacement","21413.249"
"Sri Lanka","2020","Zero migration","21413.249"
"Sri Lanka","2020","Constant mortality","21413.249"
"Sri Lanka","2020","No change","21413.249"
"Sri Lanka","2020","Momentum","21413.249"
"State of Palestine","2021","Medium","5222.748"
"State of Palestine","2021","High","5230.7"
"State of Palestine","2021","Low","5217.97"
"State of Palestine","2021","Constant fertility","5231.732"
"State of Palestine","2021","Instant replacement","5186.676"
"State of Palestine","2021","Zero migration","5229.45"
"State of Palestine","2021","Constant mortality","5223.645"
"State of Palestine","2021","No change","5231.002"
"State of Palestine","2021","Momentum","5189.558"
"State of Palestine","2020","Medium","5101.414"
"State of Palestine","2020","High","5101.414"
"State of Palestine","2020","Low","5101.414"
"State of Palestine","2020","Constant fertility","5101.414"
"State of Palestine","2020","Instant replacement","5101.414"
"State of Palestine","2020","Zero migration","5101.414"
"State of Palestine","2020","Constant mortality","5101.414"
"State of Palestine","2020","No change","5101.414"
"State of Palestine","2020","Momentum","5101.414"
"Sub-Saharan Africa","2021","Medium","1122851.252"
"Sub-Saharan Africa","2021","High","1123915.591"
"Sub-Saharan Africa","2021","Low","1121479.576"
"Sub-Saharan Africa","2021","Constant fertility","1124306.693"
"Sub-Saharan Africa","2021","Instant replacement","1111287.999"
"Sub-Saharan Africa","2021","Zero migration","1123204.325"
"Sub-Saharan Africa","2021","Constant mortality","1122189.17"
"Sub-Saharan Africa","2021","No change","1123797.654"
"Sub-Saharan Africa","2021","Momentum","1111397.687"
"Sub-Saharan Africa","2020","Medium","1094365.629"
"Sub-Saharan Africa","2020","High","1094365.629"
"Sub-Saharan Africa","2020","Low","1094365.629"
"Sub-Saharan Africa","2020","Constant fertility","1094365.629"
"Sub-Saharan Africa","2020","Instant replacement","1094365.629"
"Sub-Saharan Africa","2020","Zero migration","1094365.629"
"Sub-Saharan Africa","2020","Constant mortality","1094365.629"
"Sub-Saharan Africa","2020","No change","1094365.629"
"Sub-Saharan Africa","2020","Momentum","1094365.629"
"Sudan","2021","Medium","44909.353"
"Sudan","2021","High","44962.65"
"Sudan","2021","Low","44866.2"
"Sudan","2021","Constant fertility","44968.362"
"Sudan","2021","Instant replacement","44499.223"
"Sudan","2021","Zero migration","44924.821"
"Sudan","2021","Constant mortality","44901.816"
"Sudan","2021","No change","44955.521"
"Sudan","2021","Momentum","44501.549"
"Sudan","2020","Medium","43849.26"
"Sudan","2020","High","43849.26"
"Sudan","2020","Low","43849.26"
"Sudan","2020","Constant fertility","43849.26"
"Sudan","2020","Instant replacement","43849.26"
"Sudan","2020","Zero migration","43849.26"
"Sudan","2020","Constant mortality","43849.26"
"Sudan","2020","No change","43849.26"
"Sudan","2020","Momentum","43849.26"
"Suriname","2021","Medium","591.8"
"Suriname","2021","High","592.502"
"Suriname","2021","Low","591.082"
"Suriname","2021","Constant fertility","592.098"
"Suriname","2021","Instant replacement","591.18"
"Suriname","2021","Zero migration","592.814"
"Suriname","2021","Constant mortality","591.688"
"Suriname","2021","No change","591.992"
"Suriname","2021","Momentum","591.807"
"Suriname","2020","Medium","586.632"
"Suriname","2020","High","586.632"
"Suriname","2020","Low","586.632"
"Suriname","2020","Constant fertility","586.632"
"Suriname","2020","Instant replacement","586.632"
"Suriname","2020","Zero migration","586.632"
"Suriname","2020","Constant mortality","586.632"
"Suriname","2020","No change","586.632"
"Suriname","2020","Momentum","586.632"
"Sweden","2021","Medium","10160.169"
"Sweden","2021","High","10170.176"
"Sweden","2021","Low","10148.248"
"Sweden","2021","Constant fertility","10159.53"
"Sweden","2021","Instant replacement","10169.966"
"Sweden","2021","Zero migration","10128.834"
"Sweden","2021","Constant mortality","10155.834"
"Sweden","2021","No change","10156.12"
"Sweden","2021","Momentum","10146.029"
"Sweden","2020","Medium","10099.265"
"Sweden","2020","High","10099.265"
"Sweden","2020","Low","10099.265"
"Sweden","2020","Constant fertility","10099.265"
"Sweden","2020","Instant replacement","10099.265"
"Sweden","2020","Zero migration","10099.265"
"Sweden","2020","Constant mortality","10099.265"
"Sweden","2020","No change","10099.265"
"Sweden","2020","Momentum","10099.265"
"Switzerland","2021","Medium","8715.494"
"Switzerland","2021","High","8722.452"
"Switzerland","2021","Low","8703.543"
"Switzerland","2021","Constant fertility","8712.192"
"Switzerland","2021","Instant replacement","8734.665"
"Switzerland","2021","Zero migration","8672.623"
"Switzerland","2021","Constant mortality","8710.206"
"Switzerland","2021","No change","8709.393"
"Switzerland","2021","Momentum","8704.833"
"Switzerland","2020","Medium","8654.622"
"Switzerland","2020","High","8654.622"
"Switzerland","2020","Low","8654.622"
"Switzerland","2020","Constant fertility","8654.622"
"Switzerland","2020","Instant replacement","8654.622"
"Switzerland","2020","Zero migration","8654.622"
"Switzerland","2020","Constant mortality","8654.622"
"Switzerland","2020","No change","8654.622"
"Switzerland","2020","Momentum","8654.622"
"Syrian Arab Republic","2021","Medium","18275.702"
"Syrian Arab Republic","2021","High","18826.659"
"Syrian Arab Republic","2021","Low","18782.293"
"Syrian Arab Republic","2021","Constant fertility","18820.48"
"Syrian Arab Republic","2021","Instant replacement","18213.466"
"Syrian Arab Republic","2021","Zero migration","17822.741"
"Syrian Arab Republic","2021","Constant mortality","18781.221"
"Syrian Arab Republic","2021","No change","18797.211"
"Syrian Arab Republic","2021","Momentum","17637.075"
"Syrian Arab Republic","2020","Medium","17500.658"
"Syrian Arab Republic","2020","High","17500.658"
"Syrian Arab Republic","2020","Low","17500.658"
"Syrian Arab Republic","2020","Constant fertility","17500.658"
"Syrian Arab Republic","2020","Instant replacement","17500.658"
"Syrian Arab Republic","2020","Zero migration","17500.658"
"Syrian Arab Republic","2020","Constant mortality","17500.658"
"Syrian Arab Republic","2020","No change","17500.658"
"Syrian Arab Republic","2020","Momentum","17500.658"
"Tajikistan","2021","Medium","9749.627"
"Tajikistan","2021","High","9768.276"
"Tajikistan","2021","Low","9741.942"
"Tajikistan","2021","Constant fertility","9765.692"
"Tajikistan","2021","Instant replacement","9683.188"
"Tajikistan","2021","Zero migration","9775.478"
"Tajikistan","2021","Constant mortality","9753.023"
"Tajikistan","2021","No change","9763.439"
"Tajikistan","2021","Momentum","9696.05"
"Tajikistan","2020","Medium","9537.645"
"Tajikistan","2020","High","9537.645"
"Tajikistan","2020","Low","9537.645"
"Tajikistan","2020","Constant fertility","9537.645"
"Tajikistan","2020","Instant replacement","9537.645"
"Tajikistan","2020","Zero migration","9537.645"
"Tajikistan","2020","Constant mortality","9537.645"
"Tajikistan","2020","No change","9537.645"
"Tajikistan","2020","Momentum","9537.645"
"Thailand","2021","Medium","69950.85"
"Thailand","2021","High","70024.667"
"Thailand","2021","Low","69874.51"
"Thailand","2021","Constant fertility","69968.116"
"Thailand","2021","Instant replacement","70138.64"
"Thailand","2021","Zero migration","69930.013"
"Thailand","2021","Constant mortality","69928.62"
"Thailand","2021","No change","69946.905"
"Thailand","2021","Momentum","70107.588"
"Thailand","2020","Medium","69799.978"
"Thailand","2020","High","69799.978"
"Thailand","2020","Low","69799.978"
"Thailand","2020","Constant fertility","69799.978"
"Thailand","2020","Instant replacement","69799.978"
"Thailand","2020","Zero migration","69799.978"
"Thailand","2020","Constant mortality","69799.978"
"Thailand","2020","No change","69799.978"
"Thailand","2020","Momentum","69799.978"
"Timor-Leste","2021","Medium","1343.873"
"Timor-Leste","2021","High","1345.153"
"Timor-Leste","2021","Low","1342.26"
"Timor-Leste","2021","Constant fertility","1346.506"
"Timor-Leste","2021","Instant replacement","1333.809"
"Timor-Leste","2021","Zero migration","1348.821"
"Timor-Leste","2021","Constant mortality","1343.395"
"Timor-Leste","2021","No change","1346.184"
"Timor-Leste","2021","Momentum","1337.117"
"Timor-Leste","2020","Medium","1318.445"
"Timor-Leste","2020","High","1318.445"
"Timor-Leste","2020","Low","1318.445"
"Timor-Leste","2020","Constant fertility","1318.445"
"Timor-Leste","2020","Instant replacement","1318.445"
"Timor-Leste","2020","Zero migration","1318.445"
"Timor-Leste","2020","Constant mortality","1318.445"
"Timor-Leste","2020","No change","1318.445"
"Timor-Leste","2020","Momentum","1318.445"
"Togo","2021","Medium","8478.25"
"Togo","2021","High","8486.779"
"Togo","2021","Low","8468.161"
"Togo","2021","Constant fertility","8487.922"
"Togo","2021","Instant replacement","8403.365"
"Togo","2021","Zero migration","8479.562"
"Togo","2021","Constant mortality","8473.59"
"Togo","2021","No change","8484.011"
"Togo","2021","Momentum","8403.331"
"Togo","2020","Medium","8278.724"
"Togo","2020","High","8278.724"
"Togo","2020","Low","8278.724"
"Togo","2020","Constant fertility","8278.724"
"Togo","2020","Instant replacement","8278.724"
"Togo","2020","Zero migration","8278.724"
"Togo","2020","Constant mortality","8278.724"
"Togo","2020","No change","8278.724"
"Togo","2020","Momentum","8278.724"
"Tokelau","2021","Medium","1.373"
"Tokelau","2021","High","1.371"
"Tokelau","2021","Low","1.368"
"Tokelau","2021","Constant fertility","1.371"
"Tokelau","2021","Instant replacement","1.369"
"Tokelau","2021","Zero migration","1.379"
"Tokelau","2021","Constant mortality","1.369"
"Tokelau","2021","No change","1.371"
"Tokelau","2021","Momentum","1.378"
"Tokelau","2020","Medium","1.357"
"Tokelau","2020","High","1.357"
"Tokelau","2020","Low","1.357"
"Tokelau","2020","Constant fertility","1.357"
"Tokelau","2020","Instant replacement","1.357"
"Tokelau","2020","Zero migration","1.357"
"Tokelau","2020","Constant mortality","1.357"
"Tokelau","2020","No change","1.357"
"Tokelau","2020","Momentum","1.357"
"Tonga","2021","Medium","106.76"
"Tonga","2021","High","106.759"
"Tonga","2021","Low","106.536"
"Tonga","2021","Constant fertility","106.73"
"Tonga","2021","Instant replacement","106.142"
"Tonga","2021","Zero migration","107.469"
"Tonga","2021","Constant mortality","106.631"
"Tonga","2021","No change","106.716"
"Tonga","2021","Momentum","106.683"
"Tonga","2020","Medium","105.695"
"Tonga","2020","High","105.695"
"Tonga","2020","Low","105.695"
"Tonga","2020","Constant fertility","105.695"
"Tonga","2020","Instant replacement","105.695"
"Tonga","2020","Zero migration","105.695"
"Tonga","2020","Constant mortality","105.695"
"Tonga","2020","No change","105.695"
"Tonga","2020","Momentum","105.695"
"Trinidad and Tobago","2021","Medium","1403.375"
"Trinidad and Tobago","2021","High","1405.073"
"Trinidad and Tobago","2021","Low","1401.72"
"Trinidad and Tobago","2021","Constant fertility","1403.8"
"Trinidad and Tobago","2021","Instant replacement","1406.061"
"Trinidad and Tobago","2021","Zero migration","1404.217"
"Trinidad and Tobago","2021","Constant mortality","1403.149"
"Trinidad and Tobago","2021","No change","1403.54"
"Trinidad and Tobago","2021","Momentum","1406.421"
"Trinidad and Tobago","2020","Medium","1399.488"
"Trinidad and Tobago","2020","High","1399.488"
"Trinidad and Tobago","2020","Low","1399.488"
"Trinidad and Tobago","2020","Constant fertility","1399.488"
"Trinidad and Tobago","2020","Instant replacement","1399.488"
"Trinidad and Tobago","2020","Zero migration","1399.488"
"Trinidad and Tobago","2020","Constant mortality","1399.488"
"Trinidad and Tobago","2020","No change","1399.488"
"Trinidad and Tobago","2020","Momentum","1399.488"
"Tunisia","2021","Medium","11935.766"
"Tunisia","2021","High","11951.393"
"Tunisia","2021","Low","11920.413"
"Tunisia","2021","Constant fertility","11942.088"
"Tunisia","2021","Instant replacement","11934.514"
"Tunisia","2021","Zero migration","11940.016"
"Tunisia","2021","Constant mortality","11932.521"
"Tunisia","2021","No change","11938.659"
"Tunisia","2021","Momentum","11934.655"
"Tunisia","2020","Medium","11818.619"
"Tunisia","2020","High","11818.619"
"Tunisia","2020","Low","11818.619"
"Tunisia","2020","Constant fertility","11818.619"
"Tunisia","2020","Instant replacement","11818.619"
"Tunisia","2020","Zero migration","11818.619"
"Tunisia","2020","Constant mortality","11818.619"
"Tunisia","2020","No change","11818.619"
"Tunisia","2020","Momentum","11818.619"
"Turkey","2021","Medium","85042.738"
"Turkey","2021","High","84904.575"
"Turkey","2021","Low","84695.4"
"Turkey","2021","Constant fertility","84835.208"
"Turkey","2021","Instant replacement","85081.144"
"Turkey","2021","Zero migration","85173.147"
"Turkey","2021","Constant mortality","84774.476"
"Turkey","2021","No change","84809.371"
"Turkey","2021","Momentum","85289.497"
"Turkey","2020","Medium","84339.067"
"Turkey","2020","High","84339.067"
"Turkey","2020","Low","84339.067"
"Turkey","2020","Constant fertility","84339.067"
"Turkey","2020","Instant replacement","84339.067"
"Turkey","2020","Zero migration","84339.067"
"Turkey","2020","Constant mortality","84339.067"
"Turkey","2020","No change","84339.067"
"Turkey","2020","Momentum","84339.067"
"Turkmenistan","2021","Medium","6117.924"
"Turkmenistan","2021","High","6128.136"
"Turkmenistan","2021","Low","6111.682"
"Turkmenistan","2021","Constant fertility","6125.032"
"Turkmenistan","2021","Instant replacement","6102.723"
"Turkmenistan","2021","Zero migration","6124.039"
"Turkmenistan","2021","Constant mortality","6119.012"
"Turkmenistan","2021","No change","6124.093"
"Turkmenistan","2021","Momentum","6105.08"
"Turkmenistan","2020","Medium","6031.2"
"Turkmenistan","2020","High","6031.2"
"Turkmenistan","2020","Low","6031.2"
"Turkmenistan","2020","Constant fertility","6031.2"
"Turkmenistan","2020","Instant replacement","6031.2"
"Turkmenistan","2020","Zero migration","6031.2"
"Turkmenistan","2020","Constant mortality","6031.2"
"Turkmenistan","2020","No change","6031.2"
"Turkmenistan","2020","Momentum","6031.2"
"Turks and Caicos Islands","2021","Medium","39.231"
"Turks and Caicos Islands","2021","High","39.269"
"Turks and Caicos Islands","2021","Low","39.183"
"Turks and Caicos Islands","2021","Constant fertility","39.243"
"Turks and Caicos Islands","2021","Instant replacement","39.32"
"Turks and Caicos Islands","2021","Zero migration","39.029"
"Turks and Caicos Islands","2021","Constant mortality","39.221"
"Turks and Caicos Islands","2021","No change","39.236"
"Turks and Caicos Islands","2021","Momentum","39.17"
"Turks and Caicos Islands","2020","Medium","38.717"
"Turks and Caicos Islands","2020","High","38.717"
"Turks and Caicos Islands","2020","Low","38.717"
"Turks and Caicos Islands","2020","Constant fertility","38.717"
"Turks and Caicos Islands","2020","Instant replacement","38.717"
"Turks and Caicos Islands","2020","Zero migration","38.717"
"Turks and Caicos Islands","2020","Constant mortality","38.717"
"Turks and Caicos Islands","2020","No change","38.717"
"Turks and Caicos Islands","2020","Momentum","38.717"
"Tuvalu","2021","Medium","11.931"
"Tuvalu","2021","High","11.942"
"Tuvalu","2021","Low","11.912"
"Tuvalu","2021","Constant fertility","11.938"
"Tuvalu","2021","Instant replacement","11.872"
"Tuvalu","2021","Zero migration","11.989"
"Tuvalu","2021","Constant mortality","11.926"
"Tuvalu","2021","No change","11.933"
"Tuvalu","2021","Momentum","11.91"
"Tuvalu","2020","Medium","11.792"
"Tuvalu","2020","High","11.792"
"Tuvalu","2020","Low","11.792"
"Tuvalu","2020","Constant fertility","11.792"
"Tuvalu","2020","Instant replacement","11.792"
"Tuvalu","2020","Zero migration","11.792"
"Tuvalu","2020","Constant mortality","11.792"
"Tuvalu","2020","No change","11.792"
"Tuvalu","2020","Momentum","11.792"
"Uganda","2021","Medium","47123.531"
"Uganda","2021","High","47040.454"
"Uganda","2021","Low","46935.52"
"Uganda","2021","Constant fertility","47102.568"
"Uganda","2021","Instant replacement","46576.806"
"Uganda","2021","Zero migration","47139.89"
"Uganda","2021","Constant mortality","46967.552"
"Uganda","2021","No change","47081.934"
"Uganda","2021","Momentum","46654.724"
"Uganda","2020","Medium","45741.007"
"Uganda","2020","High","45741.007"
"Uganda","2020","Low","45741.007"
"Uganda","2020","Constant fertility","45741.007"
"Uganda","2020","Instant replacement","45741.007"
"Uganda","2020","Zero migration","45741.007"
"Uganda","2020","Constant mortality","45741.007"
"Uganda","2020","No change","45741.007"
"Uganda","2020","Momentum","45741.007"
"Ukraine","2021","Medium","43466.819"
"Ukraine","2021","High","43510.982"
"Ukraine","2021","Low","43416.409"
"Ukraine","2021","Constant fertility","43468.432"
"Ukraine","2021","Instant replacement","43580.459"
"Ukraine","2021","Zero migration","43460.488"
"Ukraine","2021","Constant mortality","43447.755"
"Ukraine","2021","No change","43452.324"
"Ukraine","2021","Momentum","43564.344"
"Ukraine","2020","Medium","43733.762"
"Ukraine","2020","High","43733.762"
"Ukraine","2020","Low","43733.762"
"Ukraine","2020","Constant fertility","43733.762"
"Ukraine","2020","Instant replacement","43733.762"
"Ukraine","2020","Zero migration","43733.762"
"Ukraine","2020","Constant mortality","43733.762"
"Ukraine","2020","No change","43733.762"
"Ukraine","2020","Momentum","43733.762"
"United Arab Emirates","2021","Medium","9991.089"
"United Arab Emirates","2021","High","9989.405"
"United Arab Emirates","2021","Low","9965.759"
"United Arab Emirates","2021","Constant fertility","9980.425"
"United Arab Emirates","2021","Instant replacement","10025.028"
"United Arab Emirates","2021","Zero migration","9972.995"
